排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
45,516650,有色金属ETF华夏,1.767,1.32,92.58,92.58,1.38,细分有色,指数型-股票,有色金属,
46,159755,电池ETF广发,0.947,0.85,88.83,88.83,3.19,国证新能源车电池指数,指数型-股票,新能源,
47,560860,工业有色ETF万家,1.557,2.03,87.35,87.35,1.75,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(67.04亿)
48,159852,软件ETF嘉实,0.728,1.96,86.85,86.85,8.26,中证软件服务指数,指数型-股票,计算机,
49,159307,红利低波100ETF博时,1.046,-1.69,74.83,74.83,1.19,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(61.37亿)；红利低波100ETF景顺(58.89亿)
50,512710,军工龙头ETF富国,0.616,0.49,74.61,74.61,2.88,中证军工龙头指数,指数型-股票,军工,
51,159363,创业板人工智能ETF华宝,1.227,9.95,71.02,71.02,17.32,创业板人工智能指数,指数型-股票,人工智能,
52,159263,价值ETF易方达,1.149,-1.79,67.68,67.68,3.93,国证价值100指数,指数型-股票,价值,
53,159851,金融科技ETF华宝,0.64,1.27,67.22,67.22,2.31,中证金融科技主题指数,指数型-股票,其他,
54,512660,军工ETF国泰,1.116,1.36,65.38,65.38,2.79,中证军工指数,指数型-股票,军工,
55,515980,人工智能ETF华富,1.05,6.6,63.62,63.62,4.41,中证人工智能产业指数,指数型-股票,人工智能,
56,159865,养殖ETF国泰,0.531,-0.93,63.13,63.13,1.75,中证畜牧养殖指数,指数型-股票,农业,
57,516150,稀土ETF嘉实,1.686,2.06,62.51,62.51,0.94,中证稀土产业指数,指数型-股票,有色金属,
58,159967,创业板成长ETF华夏,0.774,8.25,62.32,62.32,11.21,创业板动量成长指数,指数型-股票,成长,
59,563300,中证2000ETF华泰柏瑞,1.327,2.95,62.09,62.09,13.99,中证2000指数,指数型-股票,中证2000,
60,512950,央企改革ETF华夏,1.485,0.47,60.21,60.21,0.16,中证央企结构调整指数,指数型-股票,央企国企,
61,159796,电池ETF汇添富,0.851,1.79,58.66,58.66,2.99,中证电池主题指数,指数型-股票,新能源,
