排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
46,159852,软件ETF嘉实,0.73,-1.08,91.98,91.98,9.39,中证软件服务指数,指数型-股票,计算机,
47,159869,游戏ETF华夏,1.131,-0.35,90.14,90.14,8.64,中证动漫游戏指数,指数型-股票,传媒,
48,159755,电池ETF广发,0.974,1.46,89.97,89.97,3.97,国证新能源车电池指数,指数型-股票,新能源,
49,563300,中证2000ETF华泰柏瑞,1.403,1.67,85.35,85.35,10.78,中证2000指数,指数型-股票,中证2000,
50,159363,创业板人工智能ETF华宝,1.244,0.97,74.67,74.67,16.36,创业板人工智能指数,指数型-股票,人工智能,
51,512710,军工龙头ETF富国,0.625,0.81,74.43,74.43,2.72,中证军工龙头指数,指数型-股票,军工,
52,159307,红利低波100ETF博时,1.025,-0.58,71.66,71.66,1.21,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(58.24亿)
53,516150,稀土ETF嘉实,1.818,3.53,70.8,70.8,3.91,中证稀土产业指数,指数型-股票,有色金属,
54,159851,金融科技ETF华宝,0.645,-1.23,67.38,67.38,3.29,中证金融科技主题指数,指数型-股票,其他,
55,512660,军工ETF国泰,1.154,1.67,67.21,67.21,2.84,中证军工指数,指数型-股票,军工,
56,159263,价值ETF易方达,1.138,-0.61,65.12,65.12,4.24,国证价值100指数,指数型-股票,价值,
57,515980,人工智能ETF华富,1.077,1.03,63.54,63.54,2.55,中证人工智能产业指数,指数型-股票,人工智能,
58,159865,养殖ETF国泰,0.53,-0.38,63.3,63.3,1.86,中证畜牧养殖指数,指数型-股票,农业,
59,512950,央企改革ETF华夏,1.527,1.33,61.88,61.88,0.21,中证央企结构调整指数,指数型-股票,央企国企,
60,159796,电池ETF汇添富,0.872,1.4,60.75,60.75,2.93,中证电池主题指数,指数型-股票,新能源,
61,159967,创业板成长ETF华夏,0.808,1.76,59.59,59.59,10.45,创业板动量成长指数,指数型-股票,成长,
