排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
23,515180,红利ETF易方达,1.448,-1.43,185.48,185.48,5.84,中证红利指数,指数型-股票,红利,中证红利ETF招商(109.28亿)
24,515050,通信ETF华夏,1.009,-1.85,174.95,174.95,7.04,中证5G通信主题指数,指数型-股票,通信,
25,562500,机器人ETF华夏,0.947,-1.76,174.95,174.95,2.65,中证机器人指数,指数型-股票,机器人,机器人ETF天弘(59.27亿)
26,510180,上证180ETF华安,3.95,-1.13,174.45,174.45,0.52,上证180指数,指数型-股票,上证180,
27,159992,创新药ETF银华,0.843,-0.71,166.8,166.8,6.08,中证创新药产业指数,指数型-股票,医药,创新药ETF广发(109.69亿)
28,159530,机器人ETF易方达,1.307,-1.58,165.7,165.7,3.98,国证机器人产业指数,指数型-股票,机器人,
29,159781,科创创业ETF易方达,1.043,-2.25,164.35,164.35,3.31,中证科创创业50指数,指数型-股票,科创板,
30,159201,自由现金流ETF华夏,1.176,-1.42,162.74,162.74,4.28,国证自由现金流指数,指数型-股票,货币市场,
31,159928,消费ETF汇添富,0.668,-0.89,153.98,153.98,2.31,中证主要消费指数,指数型-股票,消费,
32,512010,医药ETF易方达,0.377,-0.26,151.85,151.85,3.16,沪深300医药卫生指数,指数型-股票,医药,
33,510210,上证指数ETF富国,1.008,-0.88,143.24,143.24,7.65,上证综合指数,指数型-股票,其他,
34,517520,黄金股ETF永赢,2.173,-1.18,136.28,136.28,11.43,中证沪深港黄金产业股票指数,指数型-股票,黄金,黄金股ETF华夏(61.46亿)
35,159870,化工ETF鹏华,0.802,-2.79,135.7,135.7,4.0,细分化工,指数型-股票,化工,
36,512690,酒ETF鹏华,0.423,-1.4,133.43,133.43,3.66,中证酒指数,指数型-股票,白酒,
37,512070,证券保险ETF易方达,0.805,-1.59,133.11,133.11,5.21,沪深300非银行金融指数,指数型-股票,证券,
38,159206,卫星ETF永赢,1.366,-0.73,128.99,128.99,3.48,国证商用卫星通信产业指数,指数型-股票,通信,
39,515220,煤炭ETF国泰,1.303,-2.91,128.94,128.94,16.34,中证煤炭指数,指数型-股票,煤炭,
40,513630,港股低波红利ETF摩根,1.589,-0.25,119.55,119.55,1.74,标普港股通低波红利指数,指数型-股票,红利,
41,512760,芯片ETF国泰,1.073,-1.65,103.15,103.15,2.31,中华交易服务半导体芯片行业人民币指数,指数型-股票,半导体,
42,512800,银行ETF华宝,0.844,-0.24,100.43,100.43,9.37,中证银行指数,指数型-股票,银行,
43,159611,电力ETF广发,1.045,-0.38,97.88,97.88,3.04,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.845,-2.28,96.56,96.56,1.91,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.677,-2.59,94.01,94.01,3.96,中证软件服务指数,指数型-股票,计算机,
46,159869,游戏ETF华夏,1.084,-1.63,87.17,87.17,3.79,中证动漫游戏指数,指数型-股票,传媒,
47,560860,工业有色ETF万家,1.601,-2.5,85.31,85.31,2.33,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(67.06亿)
48,512710,军工龙头ETF富国,0.636,0.79,73.83,73.83,5.15,中证军工龙头指数,指数型-股票,军工,
49,159307,红利低波100ETF博时,1.031,-0.77,72.65,72.65,0.65,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(56.9亿)
50,159263,价值ETF易方达,1.154,-1.2,71.79,71.79,3.21,国证价值100指数,指数型-股票,价值,
51,512660,军工ETF国泰,1.142,0.09,71.09,71.09,5.8,中证军工指数,指数型-股票,军工,
52,159755,电池ETF广发,0.899,-2.49,70.6,70.6,2.48,国证新能源车电池指数,指数型-股票,新能源,
53,563300,中证2000ETF华泰柏瑞,1.44,-0.76,69.32,69.32,10.56,中证2000指数,指数型-股票,中证2000,
54,159363,创业板人工智能ETF华宝,1.206,-2.11,69.15,69.15,8.8,创业板人工智能指数,指数型-股票,人工智能,
55,159865,养殖ETF国泰,0.548,-1.62,66.67,66.67,1.87,中证畜牧养殖指数,指数型-股票,农业,
56,516150,稀土ETF嘉实,1.693,-2.08,64.67,64.67,0.98,中证稀土产业指数,指数型-股票,有色金属,
57,159259,成长ETF易方达,1.304,-1.51,64.18,64.18,5.22,国证成长100指数,指数型-股票,成长,
58,159851,金融科技ETF华宝,0.636,-1.85,63.24,63.24,2.85,中证金融科技主题指数,指数型-股票,其他,
59,515980,人工智能ETF华富,1.02,-1.73,63.18,63.18,1.78,中证人工智能产业指数,指数型-股票,人工智能,
60,588220,科创100ETF鹏华,1.734,-1.48,63.15,63.15,7.87,上证科创板100指数,指数型-股票,科创板,
61,512950,央企改革ETF华夏,1.497,-1.25,60.52,60.52,0.19,中证央企结构调整指数,指数型-股票,央企国企,
62,561980,半导体设备ETF招商,,,,,,,,,
63,159967,创业板成长ETF华夏,,,,,,,,,
