排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
43,159611,电力ETF广发,1.054,-0.75,95.01,95.01,4.04,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.788,-4.13,94.13,94.13,1.99,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.647,-1.67,91.96,91.96,3.61,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.562,-4.11,84.37,84.37,5.04,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(65.4亿)
47,159869,游戏ETF华夏,1.096,-1.53,82.97,82.97,3.9,中证动漫游戏指数,指数型-股票,传媒,
48,159263,价值ETF易方达,1.152,-1.2,80.55,80.55,2.75,国证价值100指数,指数型-股票,价值,
49,512660,军工ETF国泰,1.167,-1.1,77.77,77.77,3.73,中证军工指数,指数型-股票,军工,
50,159259,成长ETF易方达,1.329,-1.41,75.75,75.75,6.3,国证成长100指数,指数型-股票,成长,
51,512710,军工龙头ETF富国,0.656,0.77,73.34,73.34,3.16,中证军工龙头指数,指数型-股票,军工,
52,159363,创业板人工智能ETF华宝,1.213,-0.66,71.08,71.08,10.12,创业板人工智能指数,指数型-股票,人工智能,
53,159307,红利低波100ETF博时,1.024,-0.87,69.79,69.79,1.01,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(56.71亿)
54,159755,电池ETF广发,0.867,-1.37,67.9,67.9,2.69,国证新能源车电池指数,指数型-股票,新能源,
55,159865,养殖ETF国泰,0.55,-1.61,64.13,64.13,1.84,中证畜牧养殖指数,指数型-股票,农业,
56,563300,中证2000ETF华泰柏瑞,1.403,-1.96,63.99,63.99,13.14,中证2000指数,指数型-股票,中证2000,
57,515980,人工智能ETF华富,0.995,-0.6,62.14,62.14,2.0,中证人工智能产业指数,指数型-股票,人工智能,
58,516150,稀土ETF嘉实,1.638,-2.09,61.98,61.98,1.04,中证稀土产业指数,指数型-股票,有色金属,
59,588220,科创100ETF鹏华,1.668,-2.17,61.97,61.97,5.33,上证科创板100指数,指数型-股票,科创板,
60,159851,金融科技ETF华宝,0.598,-3.7,61.58,61.58,2.74,中证金融科技主题指数,指数型-股票,其他,
61,512950,央企改革ETF华夏,1.497,-0.73,60.53,60.53,0.13,中证央企结构调整指数,指数型-股票,央企国企,
