排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
42,512800,银行ETF华宝,0.843,-1.52,96.38,96.38,9.37,中证银行指数,指数型-股票,银行,
43,159611,电力ETF广发,1.054,-0.28,94.91,94.91,4.06,中证全指电力公用事业指数,指数型-股票,电力,
44,516650,有色金属ETF华夏,1.759,-0.9,92.99,92.99,1.0,细分有色,指数型-股票,有色金属,
45,159852,软件ETF嘉实,0.647,-0.46,92.73,92.73,2.67,中证软件服务指数,指数型-股票,计算机,
46,560860,工业有色ETF万家,1.538,-0.45,84.56,84.56,2.39,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(64.85亿)
47,159263,价值ETF易方达,1.141,-1.13,82.91,82.91,4.32,国证价值100指数,指数型-股票,价值,
48,159869,游戏ETF华夏,1.074,-0.46,81.35,81.35,3.09,中证动漫游戏指数,指数型-股票,传媒,
49,159259,成长ETF易方达,1.317,0.23,80.73,80.73,5.29,国证成长100指数,指数型-股票,成长,
50,512660,军工ETF国泰,1.139,-0.87,76.63,76.63,1.91,中证军工指数,指数型-股票,军工,
51,512710,军工龙头ETF富国,0.632,-0.78,70.14,70.14,2.21,中证军工龙头指数,指数型-股票,军工,
52,159363,创业板人工智能ETF华宝,1.184,-0.5,69.76,69.76,5.78,创业板人工智能指数,指数型-股票,人工智能,
53,159307,红利低波100ETF博时,1.012,-0.69,67.81,67.81,0.93,中证红利低波动100指数,指数型-股票,红利,红利低波ETF天弘(57.19亿)
54,159755,电池ETF广发,0.866,-1.48,67.75,67.75,2.48,国证新能源车电池指数,指数型-股票,新能源,
55,159865,养殖ETF国泰,0.542,-0.73,63.68,63.68,1.79,中证畜牧养殖指数,指数型-股票,农业,
56,588220,科创100ETF鹏华,1.681,0.6,62.51,62.51,3.83,上证科创板100指数,指数型-股票,科创板,
57,516150,稀土ETF嘉实,1.643,-0.06,62.1,62.1,0.64,中证稀土产业指数,指数型-股票,有色金属,
58,515980,人工智能ETF华富,0.976,-0.51,61.83,61.83,1.38,中证人工智能产业指数,指数型-股票,人工智能,
59,159851,金融科技ETF华宝,0.589,-1.34,61.3,61.3,1.49,中证金融科技主题指数,指数型-股票,其他,
60,512950,央企改革ETF华夏,1.483,-0.13,59.97,59.97,0.13,中证央企结构调整指数,指数型-股票,央企国企,
61,159967,创业板成长ETF华夏,0.754,-0.79,57.12,57.12,5.26,创业板动量成长指数,指数型-股票,成长,
62,563300,中证2000ETF华泰柏瑞,,,,,,,,,
63,561980,半导体设备ETF招商,,,,,,,,,
