排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
53,159259,成长ETF易方达,1.348,-0.37,68.64,68.64,7.03,国证成长100指数,指数型-股票,成长,
54,159755,电池ETF广发,0.879,-1.46,68.19,68.19,1.9,国证新能源车电池指数,指数型-股票,新能源,
55,563300,中证2000ETF华泰柏瑞,1.431,-1.58,67.2,67.2,4.05,中证2000指数,指数型-股票,中证2000,
56,159865,养殖ETF国泰,0.559,-2.44,65.39,65.39,1.82,中证畜牧养殖指数,指数型-股票,农业,
57,159851,金融科技ETF华宝,0.621,-0.8,63.87,63.87,2.17,中证金融科技主题指数,指数型-股票,其他,
58,588220,科创100ETF鹏华,1.705,-1.1,63.64,63.64,4.19,上证科创板100指数,指数型-股票,科创板,
59,516150,稀土ETF嘉实,1.673,-1.01,63.4,63.4,0.6,中证稀土产业指数,指数型-股票,有色金属,
60,515980,人工智能ETF华富,1.001,-0.89,62.93,62.93,1.38,中证人工智能产业指数,指数型-股票,人工智能,
61,512950,央企改革ETF华夏,1.508,-0.26,60.98,60.98,0.12,中证央企结构调整指数,指数型-股票,央企国企,
62,561980,半导体设备ETF招商,,,,,,,,,
63,159967,创业板成长ETF华夏,,,,,,,,,
