排名,代码,名称,最新价,涨跌幅%,场内规模(亿),流通规模(亿),成交额(亿),跟踪标的,基金类型,主题,同指数其他ETF
45,159852,软件ETF嘉实,0.694,1.31,97.34,97.34,5.22,中证软件服务指数,指数型-股票,计算机,
46,159869,游戏ETF华夏,1.099,1.85,88.88,88.88,5.38,中证动漫游戏指数,指数型-股票,传媒,
47,560860,工业有色ETF万家,1.655,-1.14,88.48,88.48,2.51,中证工业有色金属主题指数,指数型-股票,有色金属,有色金属ETF天弘(69.83亿)
48,159755,电池ETF广发,0.935,-1.58,74.6,74.6,3.27,国证新能源车电池指数,指数型-股票,新能源,
49,512710,军工龙头ETF富国,0.627,0.8,73.34,73.34,2.03,中证军工龙头指数,指数型-股票,军工,
50,159307,红利低波100ETF博时,1.029,0.1,72.97,72.97,0.53,中证红利低波动100指数,指数型-股票,红利,
51,159263,价值ETF易方达,1.16,0.17,71.0,71.0,3.17,国证价值100指数,指数型-股票,价值,
52,563300,中证2000ETF华泰柏瑞,1.453,0.9,70.85,70.85,7.57,中证2000指数,指数型-股票,中证2000,
53,159363,创业板人工智能ETF华宝,1.246,2.3,70.03,70.03,8.52,创业板人工智能指数,指数型-股票,人工智能,
54,512660,军工ETF国泰,1.142,1.69,69.35,69.35,4.58,中证军工指数,指数型-股票,军工,
55,516150,稀土ETF嘉实,1.76,0.4,67.76,67.76,1.72,中证稀土产业指数,指数型-股票,有色金属,
56,159865,养殖ETF国泰,0.548,0.18,67.47,67.47,2.04,中证畜牧养殖指数,指数型-股票,农业,
57,588220,科创100ETF鹏华,1.82,2.48,65.51,65.51,5.37,上证科创板100指数,指数型-股票,科创板,
58,159259,成长ETF易方达,1.371,2.39,65.31,65.31,5.05,国证成长100指数,指数型-股票,成长,
59,515980,人工智能ETF华富,1.044,2.65,64.82,64.82,2.09,中证人工智能产业指数,指数型-股票,人工智能,
60,159851,金融科技ETF华宝,0.638,0.16,64.44,64.44,3.49,中证金融科技主题指数,指数型-股票,其他,
61,512950,央企改革ETF华夏,1.523,0.53,61.57,61.57,0.13,中证央企结构调整指数,指数型-股票,央企国企,
62,561980,半导体设备ETF招商,0.699,0.87,58.61,58.61,2.54,中证半导体产业指数,指数型-股票,半导体,
